date,month,day,year,price,totalCirculation,totalTransactionFees,numberofUniqueBitcoinAddresses,totalOutputVolumeValue,dailyMinersRevenue,difficulty,averageNumberOfTransactionsPerBlock,high,low,
10/1/2012,10,1,2012,12.481,10070850,15.05241324,29541,1327585.717,92546.615,2864140.508,251,,,
10/2/2012,10,2,2012,12.88,10077650,25.53766212,35169,2197482.526,87906,2864140.508,231,,,
10/3/2012,10,3,2012,12.8999,10084550,23.89542547,35365,1393561.63,89306.0077,3054627.527,231,,,
10/4/2012,10,4,2012,13.0899,10091250,129.0727315,35434,1201539.476,89390.9271,3054627.527,247,,,
10/5/2012,10,5,2012,12.99,10098050,27.33750416,34539,2283634.905,88682.73,3054627.527,216,,,
10/6/2012,10,6,2012,12.89999,10105150,23.63559135,34398,2108275.873,91886.62877,3054627.527,217,,,
10/7/2012,10,7,2012,12.7369,10112000,23.24799372,30653,1712849.004,87540.7137,3054627.527,160,,,
10/8/2012,10,8,2012,12.08,10120300,29.1855467,37625,1904907.84,100614.32,3054627.527,255,,,
10/9/2012,10,9,2012,12.35,10127550,24.92948098,37794,1455360.202,89833.9,3054627.527,195,,,
10/10/2012,10,10,2012,12.15,10135000,22.58048511,37830,1037860.322,90784.8,3054627.527,189,,,
10/11/2012,10,11,2012,12.19,10141900,25.1547753,32004,1036064.965,84415.75,3054627.527,220,,,
10/12/2012,10,12,2012,12.15,10149450,18.97829142,32832,2408018.727,91951.2,3054627.527,232,,,
10/13/2012,10,13,2012,12.137,10156750,24.55671427,33228,2263100.715,88891.388,3054627.527,183,,,
10/14/2012,10,14,2012,12,10163650,16.36760937,30494,2175251.887,82992,3054627.527,179,,,
10/15/2012,10,15,2012,12.03,10171500,19.19003194,32370,932927.1697,94664.07,3054627.527,200,,,
10/16/2012,10,16,2012,11.99,10179100,25.96467158,31951,2153088.566,91423.75,3054627.527,251,,,
10/17/2012,10,17,2012,11.99,10186150,66.89339529,33554,3128474.951,85320.84,3072321.732,214,,,
10/18/2012,10,18,2012,11.95998,10193900,18.16174438,34489,3397667.679,92905.12464,3072321.732,292,,,
10/19/2012,10,19,2012,11.967,10201850,17.28631948,32236,3198174.88,95341.089,3072321.732,215,,,
10/20/2012,10,20,2012,11.85,10208750,16.59501444,31187,2628427.1,81954.6,3072321.732,203,,,
10/21/2012,10,21,2012,11.7965,10216650,22.27543359,31535,2417572.502,93451.873,3072321.732,140,,,
10/22/2012,10,22,2012,11.81,10224950,23.10204087,29410,2035350.583,98294.63,3072321.732,98,,,
10/23/2012,10,23,2012,12,10231800,24.37162899,33577,2554099.321,82488,3072321.732,102,,,
10/24/2012,10,24,2012,11.82,10239600,22.20707536,33269,2318810.487,92456.04,3072321.732,121,,,
10/25/2012,10,25,2012,11.71,10246500,18.26830049,27911,1546384.98,81009.78,3072321.732,200,,,
10/26/2012,10,26,2012,11.09988,10254550,16.80943206,29737,929136.8506,89531.63208,3072321.732,205,,,
10/27/2012,10,27,2012,10.83883,10263450,13.76313528,22726,1634453.613,96606.49179,3072321.732,188,,,
10/28/2012,10,28,2012,10.61,10271900,12.84233689,21318,1123144.916,89781.82,3072321.732,189,,,
10/29/2012,10,29,2012,10.95,10279800,15.0975509,21429,1050571.592,86669.25,3072321.732,176,,,
10/30/2012,10,30,2012,10.85,10287250,23.28136658,26964,1502588.044,81082.05,3304356.393,141,,,
10/31/2012,10,31,2012,11.14,10294200,23.11370123,26412,6152986.359,77679.22,3304356.393,210,,,
11/1/2012,11,1,2012,11.279,10300950,22.03532797,23811,2890562.393,76381.388,3304356.393,206,,,
11/2/2012,11,2,2012,11.20999,10308200,25.18210027,26334,959473.781,81552.67725,3304356.393,238,,,
11/3/2012,11,3,2012,10.60097,10315350,20.58374693,26548,1583479.705,76008.9549,3304356.393,215,,,
11/4/2012,11,4,2012,10.68,10323350,18.07275203,22368,1878369.613,85632.24,3304356.393,185,,,
11/5/2012,11,5,2012,10.9,10331000,25.83596115,27968,2691305.941,83657.5,3304356.393,166,,,
11/6/2012,11,6,2012,10.88997,10337800,22.98457161,28560,1785267.506,74291.37534,3304356.393,179,,,
11/7/2012,11,7,2012,11.21603,10345650,29.35341825,34011,2038626.866,88371.10037,3304356.393,174,,,
11/8/2012,11,8,2012,11.0979,10353750,27.51470818,30564,1465964.211,90192.6333,3304356.393,182,,,
11/9/2012,11,9,2012,11.07,10361000,20.56769981,28883,995659.2847,80478.9,3304356.393,202,,,
11/10/2012,11,10,2012,10.95899,10369000,21.42115168,24961,481900.2784,87902.05879,3304356.393,277,,,
11/11/2012,11,11,2012,10.939,10375600,17.92127199,21483,375713.6753,72383.363,3304356.393,264,,,
11/12/2012,11,12,2012,11.18,10382650,18.20735207,26835,545937.8387,79020.24,3368767.141,243,,,
11/13/2012,11,13,2012,11.129,10389450,18.42871936,23713,496141.068,75877.522,3368767.141,208,,,
11/14/2012,11,14,2012,11.05,10396650,22.71522209,27765,1253459.552,79803.1,3368767.141,285,,,
11/15/2012,11,15,2012,11.114,10403450,29.56062276,34437,2726951.542,75897.506,3368767.141,236,,,
11/16/2012,11,16,2012,11.8,10410500,32.35921036,33886,3104026.869,83567.6,3368767.141,267,,,
11/17/2012,11,17,2012,11.8,10417550,27.92768269,45125,3247990.843,83508.6,3368767.141,224,,,
11/18/2012,11,18,2012,11.832,10425500,25.4443562,32677,2130380.056,94360.2,3368767.141,217,,,
11/19/2012,11,19,2012,11.79998,10431650,27.02349917,34545,1448137.128,72888.47646,3368767.141,180,,,
11/20/2012,11,20,2012,11.84,10439600,28.15159803,34632,1593483.956,94459.52,3368767.141,246,,,
11/21/2012,11,21,2012,11.784,10447300,32.87941782,34618,1068059.971,91113.888,3368767.141,218,,,
11/22/2012,11,22,2012,12.28,10454650,23.86825165,32823,1217516.937,90540.44,3368767.141,194,,,
11/23/2012,11,23,2012,12.43,10461900,23.99715144,26731,1267259.82,90403.39,3368767.141,216,,,
11/24/2012,11,24,2012,12.4108,10470000,22.73202401,27215,1143992.612,100800.5176,3368767.141,236,,,
11/25/2012,11,25,2012,12.6,10477050,27.71888794,27411,895674.0111,89170.2,3368767.141,219,,,
11/26/2012,11,26,2012,12.6515,10485000,27.27039836,28774,1074930.33,100921.0155,3438908.96,235,,,
11/27/2012,11,27,2012,12.52999,10492600,79.95789105,31418,1282833.442,96217.79321,3438908.96,136,,,
11/28/2012,11,28,2012,12.40712,10500525,44.72614721,33542,1892894.257,98872.33928,3438908.96,149,,,
11/29/2012,11,29,2012,12.599,10504650,30.9318334,32816,1387531.545,52348.845,3438908.96,252,,,
11/30/2012,11,30,2012,12.65,10507875,21.88004872,27705,871782.2662,41061.9,3438908.96,276,,,
12/1/2012,12,1,2012,12.68778,10511875,29.99228087,29164,606808.3905,51119.06562,3438908.96,260,,,
12/2/2012,12,2,2012,12.68,10515650,15.02822634,21186,631736.5815,48057.2,3438908.96,265,,,
12/3/2012,12,3,2012,12.67901,10519400,18.85263816,23333,1922115.722,47774.50968,3438908.96,235,,,
12/4/2012,12,4,2012,12.96675,10522175,24.16998401,26758,2186081.698,36293.93325,3438908.96,252,,,
12/5/2012,12,5,2012,13.5,10525175,26.6733515,32849,2965970.432,40851,3438908.96,270,,,
12/6/2012,12,6,2012,13.6888,10528750,31.05820845,29988,3060984.558,49361.8128,3438908.96,250,,,
12/7/2012,12,7,2012,13.68,10531850,25.9703386,29236,2560250.21,42750,3438908.96,273,,,
12/8/2012,12,8,2012,13.55,10535225,25.06019442,29214,1004848.061,46070,3438908.96,296,,,
12/9/2012,12,9,2012,13.53,10538475,24.43926299,29112,874186.4771,44297.22,3438908.96,398,,,
12/10/2012,12,10,2012,13.55,10542025,32.60099193,26865,1504578.161,48536.1,3438908.96,284,,,
12/11/2012,12,11,2012,13.63999,10545650,30.6428106,28917,1564854.133,49854.16345,3370181.799,295,,,
12/12/2012,12,12,2012,13.63999,10548875,27.61405036,30888,3267489.012,44357.24748,3370181.799,324,,,
12/13/2012,12,13,2012,13.79989,10552275,42.77546793,33996,3435404.336,47499.22138,3370181.799,369,,,
12/14/2012,12,14,2012,13.90119,10554875,32.88696018,33491,3494315.456,36587.93208,3370181.799,342,,,
12/15/2012,12,15,2012,13.7722,10557825,26.426188,27511,1776620.592,40986.0672,3370181.799,334,,,
12/16/2012,12,16,2012,13.66548,10560700,27.40011287,28933,1672238.068,39657.22296,3370181.799,336,,,
12/17/2012,12,17,2012,13.498,10563850,32.24930878,32044,1899292.231,42950.636,3370181.799,361,,,
12/18/2012,12,18,2012,13.399,10567000,37.08634431,38406,2370518.372,42702.613,3370181.799,284,,,
12/19/2012,12,19,2012,13.399,10570575,39.25169662,36002,1257458.531,48423.986,3370181.799,292,,,
12/20/2012,12,20,2012,13.72,10573275,30.62284069,30200,940555.609,37455.6,3370181.799,224,,,
12/21/2012,12,21,2012,13.6475,10576300,35.57252966,32608,1599689.198,41761.35,3370181.799,248,,,
12/22/2012,12,22,2012,13.58998,10579900,39.98089285,43693,1513456.938,49453.93722,3370181.799,267,,,
12/23/2012,12,23,2012,13.48547,10583350,32.40114679,32573,924770.427,46956.40654,3370181.799,269,,,
12/24/2012,12,24,2012,13.45,10586525,30.76535974,29026,1001040.022,43107.25,3370181.799,292,,,
12/25/2012,12,25,2012,13.45,10589600,21.56338759,25045,719758.5757,41641.2,3370181.799,273,,,
12/26/2012,12,26,2012,13.3989,10593200,29.20703966,24110,507380.1259,48624.6081,3370181.799,203,,,
12/27/2012,12,27,2012,13.47,10597225,35.43010858,27812,824369.1215,54688.2,2979636.617,174,,,
12/28/2012,12,28,2012,13.6499,10601625,38.51894572,31561,1042278.614,60578.2562,2979636.617,249,,,
12/29/2012,12,29,2012,13.67,10604975,30.58246185,30563,1082114.463,46204.6,2979636.617,258,,,
12/30/2012,12,30,2012,13.56998,10608975,35.09140165,35482,763956.5505,54754.8693,2979636.617,354,,,
12/31/2012,12,31,2012,13.59,10613175,26.99566664,29019,1167821.549,57431.34,2979636.617,261,,,
1/1/2013,1,1,2013,13.561,10617275,23.37476946,26713,1526842.034,55912.003,2979636.617,243,,,
1/2/2013,1,2,2013,13.4,10621175,29.18198114,33739,1942580.394,52648.6,2979636.617,244,,,
1/3/2013,1,3,2013,13.464,10625175,35.68268787,38262,1638132.312,54327.24,2979636.617,245,,,
1/4/2013,1,4,2013,13.48986,10628700,42.89840546,37428,2368655.154,48118.33062,2979636.617,323,,,
1/5/2013,1,5,2013,13.548,10632425,30.06402764,41926,2270235.331,50872.74,2979636.617,352,,,
1/6/2013,1,6,2013,13.52999,10635975,37.02643176,33185,1053569.599,48532.07413,2979636.617,451,,,
1/7/2013,1,7,2013,13.535,10640150,34.80264212,39233,1302255.4,56968.815,2979636.617,393,,,
1/8/2013,1,8,2013,13.83,10643750,29.80098536,36996,2088660.789,50189.07,3249549.584,383,,,
1/9/2013,1,9,2013,13.87998,10647100,33.87855401,40935,1849614.702,46955.97234,3249549.584,284,,,
1/10/2013,1,10,2013,14.32,10650750,152.1727259,43702,1391896.029,54444.64,3249549.584,359,,,
1/11/2013,1,11,2013,14.29999,10653775,44.13601946,48496,1436539.471,43886.66931,3249549.584,424,,,
1/12/2013,1,12,2013,14.34999,10656750,38.36175715,37486,1014169.554,43236.51987,3249549.584,390,,,
1/13/2013,1,13,2013,14.3148,10659800,35.86482633,40823,936443.1611,44161.158,3249549.584,407,,,
1/14/2013,1,14,2013,14.3,10663650,35.47591933,32734,868829.0745,55555.5,3249549.584,400,,,
1/15/2013,1,15,2013,14.47899,10666825,34.17528217,46112,1895510.479,46463.07891,3249549.584,315,,,
1/16/2013,1,16,2013,14.689,10669900,40.03464889,45312,2368253.173,45756.235,3249549.584,283,,,
1/17/2013,1,17,2013,15.39,10672975,36.8345206,42042,1902268.458,47878.29,3249549.584,314,,,
1/18/2013,1,18,2013,15.985,10676100,39.75901296,44445,1579630.056,50576.54,3249549.584,360,,,
1/19/2013,1,19,2013,15.84304,10679625,63.02193154,38673,1747204.614,56844.82752,3249549.584,314,,,
1/20/2013,1,20,2013,15.89,10682925,33.70685415,34725,1163691.83,52961.37,3249549.584,331,,,
1/21/2013,1,21,2013,16.98,10686575,30.62610484,32882,1125356.295,62486.4,3249549.584,356,,,
1/22/2013,1,22,2013,17.59,10689775,29.87214152,37266,1388005.275,56798.11,3249549.584,351,,,
1/23/2013,1,23,2013,17.5889,10693125,45.66376477,36782,2199431.045,59714.3155,3249549.584,353,,,
1/24/2013,1,24,2013,19.18999,10696825,42.78012497,39004,1697409.199,71808.94258,3249549.584,330,,,
1/25/2013,1,25,2013,18.8348,10700300,40.13334087,39799,1850305.298,66204.322,2968775.332,315,,,
1/26/2013,1,26,2013,17.61926,10704050,48.09323725,40491,1390765.768,66917.94948,2968775.332,242,,,
1/27/2013,1,27,2013,17.99999,10707850,47.75957992,40004,1225546.146,69245.96153,2968775.332,370,,,
1/28/2013,1,28,2013,18.45,10711550,42.66449033,42353,1664814.38,69039.9,2968775.332,365,,,
1/29/2013,1,29,2013,19.8,10715600,50.78193782,41643,2197913.609,81180,2968775.332,340,,,
1/30/2013,1,30,2013,19.7,10719225,39.13531897,36938,2223436.633,72180.8,2968775.332,326,,,
1/31/2013,1,31,2013,21.43,10723975,42.31036818,34477,2389465.516,102692.56,2968775.332,310,,,
2/1/2013,2,1,2013,21.3,10727800,49.20923656,47420,1815712.841,82516.2,2968775.332,290,,,
2/2/2013,2,2,2013,21.1,10731825,54.79985834,45504,1401641.502,86066.9,2968775.332,393,,,
2/3/2013,2,3,2013,20.68,10735950,72.35764756,41758,1430890.763,86793.96,2968775.332,433,,,
2/4/2013,2,4,2013,21.05,10740350,47.3593669,41685,1808986.763,93609.35,2968775.332,373,,,
2/5/2013,2,5,2013,20.79,10744650,42.90852642,48193,2019250.363,90270.18,3275464.587,349,,,
2/6/2013,2,6,2013,21.3339,10748500,33.47964254,42634,1924319.453,82839.5337,3275464.587,370,,,
2/7/2013,2,7,2013,22.15,10752200,45.37600821,44112,1741181.152,82951.75,3275464.587,411,,,
2/8/2013,2,8,2013,22.15,10756000,53.57266767,46037,2048030.687,85343.95,3275464.587,365,,,
2/9/2013,2,9,2013,23.69997,10759400,41.81383069,39368,1876122.146,81551.59677,3275464.587,328,,,
2/10/2013,2,10,2013,23.61458,10763500,43.83953143,45554,1492597.605,97835.20494,3275464.587,326,,,
2/11/2013,2,11,2013,24.1955,10767475,49.32792778,41240,1371392.959,97362.692,3275464.587,270,,,
2/12/2013,2,12,2013,25.76997,10771050,48.61700477,41227,1271739.572,93364.60131,3275464.587,270,,,
2/13/2013,2,13,2013,26.09999,10774975,51.50697092,40152,1270390.863,103773.5602,3275464.587,287,,,
2/14/2013,2,14,2013,26.53092,10779075,49.49477446,39268,1284821.739,110076.7871,3275464.587,334,,,
2/15/2013,2,15,2013,26.99898,10783475,53.36447438,39955,1569728.285,120226.4579,3275464.587,333,,,
2/16/2013,2,16,2013,27.07009,10788200,53.91976276,37901,1236901.977,129340.89,3275464.587,299,,,
2/17/2013,2,17,2013,25.6083,10792850,49.1021201,36500,1025415.926,120333.4017,3275464.587,365,,,
2/18/2013,2,18,2013,26.81565,10796875,39.08462929,36918,1349064.956,108978.8016,3651011.631,366,,,
2/19/2013,2,19,2013,28.78999,10801025,50.51556581,39259,1309651.245,120917.958,3651011.631,352,,,
2/20/2013,2,20,2013,29.81231,10805350,48.65658234,39597,1297382.488,130369.2316,3651011.631,334,,,
2/21/2013,2,21,2013,29.80012,10810275,47.39446,42228,1107815.609,148166.1966,3651011.631,400,,,
2/22/2013,2,22,2013,30.901,10814300,56.97276299,43549,1477965.614,126106.981,3651011.631,310,,,
2/23/2013,2,23,2013,29.27998,10818350,49.74906996,41330,1352726.486,120018.638,3651011.631,356,,,
2/24/2013,2,24,2013,30.29777,10822450,46.36386186,41919,1587736.628,125614.5544,3651011.631,416,,,
2/25/2013,2,25,2013,30.25001,10827325,64.694706,43083,1901371.972,149404.7994,3651011.631,404,,,
2/26/2013,2,26,2013,31.179,10831200,54.54951162,45961,1573298.696,122502.291,3651011.631,326,,,
2/27/2013,2,27,2013,31.40181,10836275,52.05842396,44197,1642449.476,160997.0799,3651011.631,367,,,
2/28/2013,2,28,2013,33.50001,10840550,61.69368024,43778,1331847.075,145256.0434,3651011.631,373,,,
3/1/2013,3,1,2013,34.87799,10844500,71.21074427,51127,1621906.509,140244.3978,4367876.001,410,,,
3/2/2013,3,2,2013,34.1808,10848250,54.50251001,40918,1676548.779,130023.7632,4367876.001,410,,,
3/3/2013,3,3,2013,34.10007,10852050,41.44089193,34273,1033499.41,130978.3689,4367876.001,443,,,
3/4/2013,3,4,2013,36.35,10856425,53.43016694,40375,938719.5904,160957.8,4367876.001,280,,,
3/5/2013,3,5,2013,40.04,10860175,51.15126817,45553,1851112.582,152192.04,4367876.001,385,,,
3/6/2013,3,6,2013,47.5,10864225,60.59100527,52412,2208007.593,195225,4367876.001,363,,,
3/7/2013,3,7,2013,42.49271,10868025,158.5014992,51281,1653013.754,168186.1462,4367876.001,376,,,
3/8/2013,3,8,2013,42.98,10871675,55.6880887,48391,1504043.042,159240.9,4367876.001,364,,,
3/9/2013,3,9,2013,46.01112,10875925,39.84122112,41355,874958.3781,197341.6937,4367876.001,318,,,
3/10/2013,3,10,2013,46.5,10880550,64.60075075,45331,1273495.259,218038.5,4367876.001,353,,,
3/11/2013,3,11,2013,47.7397,10885200,56.8499929,42498,1090979.462,224663.0282,4367876.001,246,,,
3/12/2013,3,12,2013,45.01771,10888150,50.36590821,39137,1280750.739,135053.13,4367876.001,168,,,
3/13/2013,3,13,2013,46.79999,10892000,63.01622716,54264,1598992.55,183128.3609,4367876.001,220,,,
3/14/2013,3,14,2013,47.27589,10896625,55.59309207,47557,1278859.217,221251.1652,4847647.152,247,,,
3/15/2013,3,15,2013,47.25005,10900875,62.68231527,51067,4072067.006,203742.2156,4847647.152,227,,,
3/16/2013,3,16,2013,47.11,10905275,37.94693049,42592,3481094.35,209027.07,4847647.152,241,,,
3/17/2013,3,17,2013,47.4419,10910350,31.01708237,41008,990629.7085,242238.3414,4847647.152,267,,,
3/18/2013,3,18,2013,47.65,10914825,36.37341092,42920,1640629.404,214949.15,4847647.152,276,,,
3/19/2013,3,19,2013,57.76,10919750,53.53768945,52355,3904974.877,287529.28,4847647.152,229,,,
3/20/2013,3,20,2013,63.40967,10924425,34.14708481,49153,1907336.63,298596.136,4847647.152,375,,,
3/21/2013,3,21,2013,73.8,10930000,46.79446898,51230,1692764.318,414829.8,4847647.152,302,,,
3/22/2013,3,22,2013,71.5,10935625,64.6326007,58318,1872881.849,406763.5,4847647.152,412,,,
3/23/2013,3,23,2013,63,10940875,62.01260975,50716,1496233.098,334656,4847647.152,319,,,
3/24/2013,3,24,2013,70.1,10946300,38.61417031,57950,1082056.08,382956.3,6695826.283,363,,,
3/25/2013,3,25,2013,73.88798,10949700,47.36378797,51092,1428160.792,254691.8671,6695826.283,360,,,
3/26/2013,3,26,2013,78,10953600,43.96831871,56598,1381606.593,307554,6695826.283,283,,,
3/27/2013,3,27,2013,88.9,10956750,58.81127579,56615,3055075.436,285191.2,6695826.283,240,,,
3/28/2013,3,28,2013,93.56701,10961225,45.41463054,65540,1882944.373,422922.8852,6695826.283,344,,,
3/29/2013,3,29,2013,89.05,10965775,76.29513174,69638,1552824.38,411945.3,6695826.283,366,,,
3/30/2013,3,30,2013,90.99999,10969925,45.94568999,60390,1765378.993,381744.9581,6695826.283,431,,,
3/31/2013,3,31,2013,92.50001,10973850,54.29219339,49192,1559233.902,368057.5398,6695826.283,389,,,
4/1/2013,4,1,2013,102.51001,10979300,53.03664377,55367,1340646.518,564112.585,6695826.283,340,,,
4/2/2013,4,2,2013,108.73,10983675,57.61575904,70819,2511772.575,481891.36,6695826.283,363,,,
4/3/2013,4,3,2013,138.79,10988125,72.7152671,85804,2426363.037,627608.38,6695826.283,375,,,
4/4/2013,4,4,2013,131.99899,10992125,79.62487035,86046,2285305.003,538423.8802,6695826.283,365,,,
4/5/2013,4,5,2013,143.8,10995725,52.66033205,82343,2277775.258,525157.6,7672999.92,374,,,
4/6/2013,4,6,2013,142.49765,10999925,42.12188594,68732,1383020.598,604475.0313,7672999.92,412,,,
4/7/2013,4,7,2013,160.0997,11003975,50.70171294,74149,1094580.441,656408.77,7672999.92,349,,,
4/8/2013,4,8,2013,184,11008200,48.65175566,93700,1371481.27,786232,7672999.92,348,,,
4/9/2013,4,9,2013,237.99,11012400,43.21464562,85063,1918801.683,1009791.57,7672999.92,327,,,
4/10/2013,4,10,2013,198,11017000,69.92445334,102016,2294955.683,924462,7672999.92,345,,,
4/11/2013,4,11,2013,123.40098,11021100,62.23017998,100830,2929384.84,513594.8788,7672999.92,359,,,
4/12/2013,4,12,2013,76.488,11025425,55.21363942,87352,2005155.974,335017.44,7672999.92,336,,,
4/13/2013,4,13,2013,109.49999,11029400,44.43812922,72076,1511454.667,440080.4598,7672999.92,322,,,
4/14/2013,4,14,2013,91,11033475,50.74181733,57080,812695.5551,375375,7672999.92,462,,,
4/15/2013,4,15,2013,91,11037475,76.63350621,80731,871408.5325,370916,7672999.92,331,,,
4/16/2013,4,16,2013,91,11042050,47.7076591,79311,1795688.63,420602,7672999.92,259,,,
4/17/2013,4,17,2013,85.59999,11046225,54.86451829,84698,1364790.98,362002.3577,8974296.015,288,,,
4/18/2013,4,18,2013,96.5,11050300,75.99131193,72737,6165997.457,400475,8974296.015,360,,,
4/19/2013,4,19,2013,119.62,11053425,52.32051628,87326,2035030.29,380032.74,8974296.015,388,,,
4/20/2013,4,20,2013,123.86,11057050,47.63908441,61190,1073892.028,454813.92,8974296.015,384,,,
4/21/2013,4,21,2013,125,11061400,33.70386177,59238,1013491.404,547875,8974296.015,328,,,
4/22/2013,4,22,2013,123.515,11065450,45.88692146,77777,1532386.051,505793.925,8974296.015,303,,,
4/23/2013,4,23,2013,136.08099,11069425,42.08181801,72900,1578962.347,546637.3368,8974296.015,245,,,
4/24/2013,4,24,2013,153.20019,11073800,79.62969215,85420,2091426.705,682353.6463,8974296.015,276,,,
4/25/2013,4,25,2013,151.12001,11077775,50.77780195,73729,1745107.969,608258.0403,8974296.015,327,,,
4/26/2013,4,26,2013,135.601,11082075,50.84713758,74621,1223971.538,589864.35,8974296.015,357,,,
4/27/2013,4,27,2013,128.00001,11086050,42.57794746,62711,893994.839,514176.0402,8974296.015,397,,,
4/28/2013,4,28,2013,135.98999,11090225,32.57042361,107554,617354.608,572109.8879,8974296.015,379,,,
4/29/2013,4,29,2013,141.50002,11094750,35.83009291,73687,897729.2019,645240.0912,8974296.015,313,,,
4/30/2013,4,30,2013,139.109,11098475,54.59361391,60887,1785923.389,525692.911,10076292.88,320,,,
5/1/2013,5,1,2013,124.2998,11102000,35.90344815,61672,1233492.059,442507.288,10076292.88,314,,,
5/2/2013,5,2,2013,105.00003,11105600,55.0843293,67744,1127675.268,383775.1097,10076292.88,336,,,
5/3/2013,5,3,2013,93.15,11109275,49.20782248,70210,912306.8131,346890.6,10076292.88,290,,,
5/4/2013,5,4,2013,111.98979,11113125,42.74796187,56115,552714.5574,435864.2627,10076292.88,399,,,
5/5/2013,5,5,2013,117.89001,11116975,38.14591919,55974,613475.0625,458356.3589,10076292.88,406,,,
5/6/2013,5,6,2013,120.94999,11121050,50.99940307,64381,794309.0957,498918.7088,10076292.88,402,,,
5/7/2013,5,7,2013,106.81,11125450,45.04501941,89457,1023330.961,474770.45,10076292.88,389,,,
5/8/2013,5,8,2013,113.95001,11129525,49.35342081,95352,806731.7211,469929.8412,10076292.88,345,,,
5/9/2013,5,9,2013,109.56154,11133675,68.44017033,70728,693721.2551,462130.5757,10076292.88,430,,,
5/10/2013,5,10,2013,117.68,11137850,60.18777245,72244,914238.4024,498374.8,10076292.88,451,,,
5/11/2013,5,11,2013,115.4,11142225,63.69813949,67240,706784.9444,512145.2,10076292.88,417,,,
5/12/2013,5,12,2013,114.32,11146675,59.03344042,61435,613817.4568,515468.88,10076292.88,378,,,
5/13/2013,5,13,2013,117.50298,11151175,60.08625448,65440,995953.3697,535813.5888,11187257.46,353,,,
5/14/2013,5,14,2013,119,11154850,54.66430818,68323,778189.9723,443751,11187257.46,305,,,
5/15/2013,5,15,2013,114.98499,11158525,49.64959569,70212,825250.5735,428204.1028,11187257.46,362,,,
5/16/2013,5,16,2013,115.09024,11162150,57.87351884,67246,708868.2776,423762.2637,11187257.46,366,,,
5/17/2013,5,17,2013,124.49,11166175,88.4985171,64560,751659.7357,512027.37,11187257.46,325,,,
5/18/2013,5,18,2013,123.74995,11169850,39.44980994,55716,890106.5198,459607.3143,11187257.46,340,,,
5/19/2013,5,19,2013,121.05628,11173700,42.20084266,51111,465511.5729,471151.0418,11187257.46,340,,,
5/20/2013,5,20,2013,122.65001,11177150,49.07464086,56966,469681.0902,429152.385,11187257.46,324,,,
5/21/2013,5,21,2013,122.5,11180875,42.99289632,63976,669674.3383,461457.5,11187257.46,247,,,
5/22/2013,5,22,2013,122.64,11185025,55.07809707,65369,761102.6179,515701.2,11187257.46,304,,,
5/23/2013,5,23,2013,125.67,11189050,53.41115964,65171,669637.3555,512482.26,11187257.46,340,,,
5/24/2013,5,24,2013,131.5,11193100,41.98819177,67558,733232.7609,537966.5,11187257.46,326,,,
5/25/2013,5,25,2013,132.69,11197400,55.98522589,60147,865063.3614,577864.95,12153411.71,338,,,
5/26/2013,5,26,2013,134.04701,11201425,30.67004412,52307,391310.1538,543560.6256,12153411.71,309,,,
5/27/2013,5,27,2013,132.60997,11205725,47.80327835,59395,504337.0191,576455.5396,12153411.71,264,,,
5/28/2013,5,28,2013,128.321,11209775,54.56592486,56871,790756.3914,526629.384,12153411.71,250,,,
5/29/2013,5,29,2013,129.97994,11213975,51.94317506,66689,771923.0077,552544.7249,12153411.71,249,,,
5/30/2013,5,30,2013,130.99589,11218200,46.71194711,63212,630011.5889,559483.4462,12153411.71,286,,,
5/31/2013,5,31,2013,127.34072,11222850,48.95769767,62386,738730.7191,598246.7026,12153411.71,272,,,
6/1/2013,6,1,2013,129.19945,11227800,39.3619438,59033,499558.6325,644576.0561,12153411.71,314,,,
6/2/2013,6,2,2013,120.60293,11232900,44.65643906,50677,437429.0798,620381.4719,12153411.71,337,,,
6/3/2013,6,3,2013,120.00002,11238125,49.50440017,58321,643729.2547,632880.1055,12153411.71,285,,,
6/4/2013,6,4,2013,120.56663,11243375,64.89014237,63518,730847.3374,640691.0718,12153411.71,276,,,
6/5/2013,6,5,2013,122.4051,11248425,60.62469501,67477,674394.7271,625490.061,15605632.68,235,,,
6/6/2013,6,6,2013,120.68998,11252875,43.37307063,60098,762431.2924,542260.0801,15605632.68,290,,,
6/7/2013,6,7,2013,110.29501,11256900,40.4846895,60504,716027.7695,448349.2157,15605632.68,232,,,
6/8/2013,6,8,2013,107.8,11261100,45.68561726,51054,428601.4053,457611,15605632.68,224,,,
6/9/2013,6,9,2013,98.47045,11265275,36.50155661,45062,642064.6291,414659.0649,15605632.68,279,,,
6/10/2013,6,10,2013,104.96851,11269775,34.19488951,48672,491518.5508,475927.2243,15605632.68,235,,,
6/11/2013,6,11,2013,108,11274175,47.23966648,57169,569521.5477,480276,15605632.68,214,,,
6/12/2013,6,12,2013,108.16201,11279175,43.47723521,52722,600093.8836,545461.0164,15605632.68,281,,,
6/13/2013,6,13,2013,109,11284000,38.93851606,53645,533607.002,530067,15605632.68,322,,,
6/14/2013,6,14,2013,100,11288300,38.16991619,60855,741296.8417,433800,15605632.68,375,,,
6/15/2013,6,15,2013,101.96998,11292700,37.25196643,52008,509157.7248,452440.8013,15605632.68,338,,,
6/16/2013,6,16,2013,100,11297375,29.0746919,37955,458689.5912,470400,15605632.68,306,,,
