date,month,day,year,price,totalCirculation,totalTransactionFees,numberofUniqueBitcoinAddresses,totalOutputVolumeValue,dailyMinersRevenue,difficulty,averageNumberOfTransactionsPerBlock,high,low,
2/5/2011,2,5,2011,0.9167,5319150,0.2159958,1094,79984.52529,8387.805,22012.38134,9,,,
2/6/2011,2,6,2011,0.92,5327900,0.13,1060,66778.55139,8050,22012.38134,12,,,
2/7/2011,2,7,2011,0.90585,5338200,0.19347709,1094,175102.3847,9330.255,22012.38134,10,,,
2/8/2011,2,8,2011,0.9,5346800,0.32049075,1053,73028.91772,7740,25997.87993,9,,,
2/9/2011,2,9,2011,0.935,5355950,0.04541728,1387,84880.26913,8555.25,25997.87993,10,,,
2/10/2011,2,10,2011,1.1,5365400,0.80304408,2797,238910.2826,10395,25997.87993,10,,,
2/11/2011,2,11,2011,1.0065,5374950,0.50910687,3757,266155.7167,9612.075,25997.87993,8,,,
2/12/2011,2,12,2011,1.0899,5384450,0.63186934,2918,160649.7334,10354.05,25997.87993,9,,,
2/13/2011,2,13,2011,1.08,5394650,0.32,2608,120512.5925,11016,25997.87993,9,,,
2/14/2011,2,14,2011,1.08,5403950,2.13,2838,112566.04,10046.16,25997.87993,10,,,
2/15/2011,2,15,2011,1.085,5414550,0.84,3046,134265.1019,11501,25997.87993,9,,,
2/16/2011,2,16,2011,1.05019,5426100,0.22346193,2466,79208.8758,12129.6945,25997.87993,10,,,
2/17/2011,2,17,2011,1.05019,5438100,0.62346193,3096,98007.54292,12602.28,25997.87993,10,,,
2/18/2011,2,18,2011,1.05019,5448900,0.46,3034,114822.03,11342.052,36459.88693,9,,,
2/19/2011,2,19,2011,1.02,5457700,0.51,2542,185159.2337,8976,36459.88693,9,,,
2/20/2011,2,20,2011,0.954896,5467100,0.18,2492,211556.62,8976.0224,36459.88693,9,,,
2/21/2011,2,21,2011,0.8796,5476400,0.5,2857,234954.48,8180.28,36459.88693,7,,,
2/22/2011,2,22,2011,0.869499,5487000,0.19,3143,215033.45,9216.6894,36459.88693,8,,,
2/23/2011,2,23,2011,0.95,5499150,0.40332199,3480,524405.1333,11542.5,36459.88693,11,,,
2/24/2011,2,24,2011,0.9499,5509850,0.15769472,2847,219771.5677,10163.93,36459.88693,12,,,
2/25/2011,2,25,2011,1,5520950,0.26097152,3067,204983.1092,11100,36459.88693,17,,,
2/26/2011,2,26,2011,0.988567,5533500,0.71049575,2901,187552.7905,12406.51585,36459.88693,16,,,
2/27/2011,2,27,2011,0.96,5547050,0.74,3198,203856.7486,13008,55589.51813,10,,,
2/28/2011,2,28,2011,0.949231,5555400,0.53785377,2706,124226.5379,7926.07885,55589.51813,7,,,
3/1/2011,3,1,2011,0.97,5561900,0.73455377,2494,996104.8245,6305,55589.51813,7,,,
3/2/2011,3,2,2011,0.9498,5570350,0.2465,4755,1775312.644,8025.81,55589.51813,9,,,
3/3/2011,3,3,2011,0.94,5579500,6.3913,4099,951257.8129,8606.64,55589.51813,13,,,
3/4/2011,3,4,2011,0.9392,5589450,1.3986,2996,255314.9894,9345.9792,55589.51813,11,,,
3/5/2011,3,5,2011,0.918901,5602700,1.21430001,2839,198745.6428,12176.35715,55589.51813,12,,,
3/6/2011,3,6,2011,0.910445,5616200,5.13130001,2750,199347.4646,12295.55973,55589.51813,15,,,
3/7/2011,3,7,2011,0.909,5627950,5.69913744,2990,236085.492,10685.295,55589.51813,20,,,
3/8/2011,3,8,2011,0.9072,5637600,4.60833744,3547,163024.8859,8758.1088,55589.51813,20,,,
3/9/2011,3,9,2011,0.883751,5645500,3.51649299,2833,243670.8865,6984.284153,76192.61935,25,,,
3/10/2011,3,10,2011,0.87,5651450,2.47963744,2388,267187.8725,5178.24,76192.61935,25,,,
3/11/2011,3,11,2011,0.9329,5658200,6.63689296,2834,370094.6952,6302.6724,76192.61935,22,,,
3/12/2011,3,12,2011,0.9197,5665050,1.48693618,2600,150036.5403,6300.8647,76192.61935,24,,,
3/13/2011,3,13,2011,0.9196,5671000,1.51553619,2494,211035.1511,5472.5396,76192.61935,19,,,
3/14/2011,3,14,2011,0.9,5676850,2.1816162,2388,212568.1084,5266.8,76192.61935,28,,,
3/15/2011,3,15,2011,0.899885,5681700,1.70019999,2660,128279.0082,4365.342135,76192.61935,21,,,
3/16/2011,3,16,2011,0.89,5689000,1.81,2581,152458.1539,6497.89,76192.61935,47,,,
3/17/2011,3,17,2011,0.88,5695550,1.49799295,2663,174677.6648,5764.88,76192.61935,18,,,
3/18/2011,3,18,2011,0.850617,5702450,1.22279998,2802,174095.3081,5870.107917,76192.61935,29,,,
3/19/2011,3,19,2011,0.824,5707900,1.35779295,2697,140795.1853,4491.624,76192.61935,14,,,
3/20/2011,3,20,2011,0.79,5714150,1.3370787,2378,122537.4135,4938.29,76192.61935,12,,,
3/21/2011,3,21,2011,0.7883,5721900,6.87779295,5496,164254.4508,6114.0548,76192.61935,21,,,
3/22/2011,3,22,2011,0.799646,5728200,11.2703,3504,207804.8718,5046.565906,76192.61935,14,,,
3/23/2011,3,23,2011,0.85,5735600,16.58666612,5598,222690.2667,6303.6,76192.61935,20,,,
3/24/2011,3,24,2011,0.9,5743200,9.62159233,3802,260657.8151,6848.1,76192.61935,18,,,
3/25/2011,3,25,2011,0.89,5751300,6.33823619,3624,233298.8611,7214.34,76192.61935,10,,,
3/26/2011,3,26,2011,0.905,5758350,4.7801,3808,408306.6653,6383.87,68977.78463,10,,,
3/27/2011,3,27,2011,0.8958,5766000,5.8772327,3565,171128.3661,6857.349,68977.78463,8,,,
3/28/2011,3,28,2011,0.8575,5774150,4.863,5102,157029.0518,6992.055,68977.78463,9,,,
3/29/2011,3,29,2011,0.8,5781850,3.7901,4182,126173.7931,6162.4,68977.78463,9,,,
3/30/2011,3,30,2011,0.795,5789650,3.93090001,2870,116933.2883,6203.385,68977.78463,12,,,
3/31/2011,3,31,2011,0.80098,5799750,4.16,3692,158393.7924,8093.10192,68977.78463,11,,,
4/1/2011,4,1,2011,0.79997,5808500,3.1,2785,90372.37297,7002.13741,68977.78463,12,,,
4/2/2011,4,2,2011,0.79697,5817950,2.99040002,2915,87625.22594,7532.96044,68977.78463,11,,,
4/3/2011,4,3,2011,0.7998,5826300,3.15010002,2708,107196.0013,6680.7294,68977.78463,10,,,
4/4/2011,4,4,2011,0.79,5835300,5.896868,3887,127820.0875,7113.95,68977.78463,11,,,
4/5/2011,4,5,2011,0.71,5845400,5.4307,3741,151570.1365,7174.55,68977.78463,9,,,
4/6/2011,4,6,2011,0.747844,5852350,5.60040001,3149,94074.9679,5201.25502,82345.64411,12,,,
4/7/2011,4,7,2011,0.7677,5860450,3.1702,3057,122171.9512,6220.6731,82345.64411,12,,,
4/8/2011,4,8,2011,0.799,5868250,3.8001,2897,131707.3847,6234.597,82345.64411,12,,,
4/9/2011,4,9,2011,0.7676,5876200,4.18,3078,145607.4084,6105.4904,82345.64411,18,,,
4/10/2011,4,10,2011,0.758899,5884600,5.14,2843,103251.128,6378.546095,82345.64411,14,,,
4/11/2011,4,11,2011,0.781,5892300,4.72078885,3040,85909.93001,6016.824,82345.64411,11,,,
4/12/2011,4,12,2011,0.897,5900650,4.46474318,3398,137646.1322,7493.538,82345.64411,13,,,
4/13/2011,4,13,2011,1,5910700,3.67138575,3759,191554.5099,10053,82345.64411,17,,,
4/14/2011,4,14,2011,0.94,5918850,15.5231,5390,126115.7119,7675.1,82345.64411,25,,,
4/15/2011,4,15,2011,1.08999,5925600,2.15104348,3050,141473.8377,7359.61248,82345.64411,22,,,
4/16/2011,4,16,2011,1.095,5933950,3.80988576,3115,287525.9764,9146.535,82345.64411,11,,,
4/17/2011,4,17,2011,1.085,5942850,1.9425,3531,1376826.729,9657.585,82345.64411,13,,,
4/18/2011,4,18,2011,1.1999,5950650,2.23520399,3997,132199.6754,9361.6198,92347.59095,12,,,
4/19/2011,4,19,2011,1.19,5957700,5.88128213,5118,2177926.085,8395.45,92347.59095,15,,,
4/20/2011,4,20,2011,1.1979,5964900,7.35490728,4676,5272339.948,8633.2653,92347.59095,13,,,
4/21/2011,4,21,2011,1.1979,5973150,3.63999931,3310,136189.2748,9886.2687,92347.59095,14,,,
4/22/2011,4,22,2011,1.332,5981800,4.3937338,3723,465318.8355,11527.128,92347.59095,23,,,
4/23/2011,4,23,2011,1.549,5990300,5.3103,3399,136771.929,13174.245,92347.59095,22,,,
4/24/2011,4,24,2011,1.95,5998200,7.36302226,4082,164011.8699,15418.65,92347.59095,17,,,
4/25/2011,4,25,2011,1.701,6007600,7.87326592,4110,103284.5935,16001.307,92347.59095,21,,,
4/26/2011,4,26,2011,1.73,6017250,5.52887739,4431,146695.9076,16703.15,92347.59095,23,,,
4/27/2011,4,27,2011,1.95,6026750,8.94869711,6329,206468.0069,18540.6,92347.59095,14,,,
4/28/2011,4,28,2011,2.65,6034700,6.39308182,5619,232588.9374,21083.4,92347.59095,15,,,
4/29/2011,4,29,2011,2.7,6044800,7.01488483,5505,771476.0749,27288.9,92347.59095,15,,,
4/30/2011,4,30,2011,4.14996,6054050,9.56621478,6324,400623.6525,38424.47964,109670.1333,14,,,
5/1/2011,5,1,2011,4.09,6063850,11.51184732,7135,203700.3476,40126.99,109670.1333,16,,,
5/2/2011,5,2,2011,3.495,6072750,6.64908916,4268,131622.775,31126.47,109670.1333,17,,,
5/3/2011,5,3,2011,3.49,6083100,4.72487624,5240,180504.0648,36135.46,109670.1333,13,,,
5/4/2011,5,4,2011,3.58,6092400,5.73991629,5204,305517.5847,33311.9,109670.1333,14,,,
5/5/2011,5,5,2011,3.5,6103800,7.74210231,5773,159916.0922,39924.5,109670.1333,15,,,
5/6/2011,5,6,2011,3.5998,6113750,9.48622833,5690,224152.4762,35850.4082,109670.1333,17,,,
5/7/2011,5,7,2011,3.7,6124700,6.804853,6110,299762.8943,40537.2,109670.1333,16,,,
5/8/2011,5,8,2011,3.9,6135000,5.95522686,4744,338722.1112,40189.5,109670.1333,21,,,
5/9/2011,5,9,2011,3.937,6147450,11.69832794,6323,380676.6328,49058.957,109670.1333,17,,,
5/10/2011,5,10,2011,5.2,6157450,7.41932207,5425,566091.4497,52036.4,157416.4018,17,,,
5/11/2011,5,11,2011,6.065,6166800,9.66501217,5921,185354.4992,56762.335,157416.4018,18,,,
5/12/2011,5,12,2011,5.94998,6175000,5.60952486,4914,212128.2623,48819.5859,157416.4018,16,,,
5/13/2011,5,13,2011,8.45,6185050,11.3227713,7624,467029.4386,85015.45,157416.4018,17,,,
5/14/2011,5,14,2011,8.9,6197450,13.88461025,7463,1691796.399,110475.7,157416.4018,28,,,
5/15/2011,5,15,2011,8.55,6208850,14.44747033,7124,442071.4298,97589.7,157416.4018,21,,,
5/16/2011,5,16,2011,8.5,6220050,15.61282785,9243,207534.7543,95327.5,157416.4018,22,,,
5/17/2011,5,17,2011,8.38901,6233050,13.29486724,9093,297603.6826,109166.1871,157416.4018,21,,,
5/18/2011,5,18,2011,7.874,6247200,16.69735463,9918,187535.9074,111543.084,157416.4018,20,,,
5/19/2011,5,19,2011,7.34,6256250,18.61140679,11265,166850.2113,66559.12,244112.4878,18,,,
5/20/2011,5,20,2011,7.1,6267450,16.95989301,9419,319316.9883,79633.6,244112.4878,21,,,
5/21/2011,5,21,2011,6.6036,6278100,19.00720349,9193,694878.5464,70453.8084,244112.4878,21,,,
5/22/2011,5,22,2011,6.61,6290800,21.16861654,9823,902283.6392,84085.81,244112.4878,27,,,
5/23/2011,5,23,2011,7.45,6304650,19.12275662,10157,462051.8358,103324.05,244112.4878,32,,,
5/24/2011,5,24,2011,7.2,6319400,19.09579145,10691,332288.1552,106336.8,244112.4878,27,,,
5/25/2011,5,25,2011,7.51,6334000,21.39997947,12928,407506.8258,109803.71,244112.4878,31,,,
5/26/2011,5,26,2011,9.33,6349900,20.2567875,12180,434392.7825,148533.6,244112.4878,41,,,
5/27/2011,5,27,2011,8.92,6359800,16.43284651,9863,596236.9876,88450.72,434877.0455,34,,,
5/28/2011,5,28,2011,8.735,6367550,13.1819608,9834,235608.5891,67809.805,434877.0455,37,,,
5/29/2011,5,29,2011,8.4992,6376200,14.43394585,9270,262939.8117,73637.0688,434877.0455,41,,,
5/30/2011,5,30,2011,9,6383850,15.95794968,10010,262665.656,68985,434877.0455,40,,,
5/31/2011,5,31,2011,9.4998,6391350,20.95768475,12252,295010.675,71438.496,434877.0455,39,,,
6/1/2011,6,1,2011,9.391,6400250,21.6219555,11219,259862.3112,83777.111,434877.0455,39,,,
6/2/2011,6,2,2011,10.57,6409750,25.08212749,12768,330587.2806,100679.25,434877.0455,51,,,
6/3/2011,6,3,2011,14.3,6419900,26.6377786,14800,600652.1836,145516.8,434877.0455,62,,,
6/4/2011,6,4,2011,17.41,6430700,31.68367067,16750,514581.6812,188567.71,434877.0455,57,,,
6/5/2011,6,5,2011,18.998,6441100,23.52063186,14944,486337.0509,198016.154,434877.0455,49,,,
6/6/2011,6,6,2011,19.23,6453600,26.458909,17688,834087.583,240874.98,567269.5302,48,,,
6/7/2011,6,7,2011,19.06,6462050,28.53132133,15812,570308.8952,161590.68,567269.5302,49,,,
6/8/2011,6,8,2011,31.9099,6471200,39.21740563,20730,682341.0445,293220.0711,567269.5302,49,,,
6/9/2011,6,9,2011,31.5,6481800,48.4001229,22272,791144.4658,335412,567269.5302,56,,,
6/10/2011,6,10,2011,35,6493100,37.85372624,21061,865325.4428,396795,567269.5302,50,,,
6/11/2011,6,11,2011,30,6504700,36.72083742,20896,1390639.189,349080,567269.5302,58,,,
6/12/2011,6,12,2011,24.99,6516600,41.15152999,21909,1875945.146,298405.59,567269.5302,64,,,
6/13/2011,6,13,2011,24.5,6528850,40.65158133,22918,1307769.209,301105,567269.5302,59,,,
6/14/2011,6,14,2011,20.99,6540100,33.47003135,23877,1555268.183,236830.17,567269.5302,52,,,
6/15/2011,6,15,2011,20,6554200,42.43918865,26175,2041254.366,282840,876954.4935,48,,,
6/16/2011,6,16,2011,19.96,6564250,31.72265722,22537,9235676.426,201216.76,876954.4935,39,,,
6/17/2011,6,17,2011,19.3898,6573250,30.76697918,22736,2938717.202,175089.894,876954.4935,43,,,
6/18/2011,6,18,2011,17.2,6583350,30.27588907,23543,1375764.237,174236,876954.4935,44,,,
6/19/2011,6,19,2011,18.8766,6594300,26.78637934,23804,1301575.104,207189.5616,876954.4935,46,,,
6/20/2011,6,20,2011,17.35,6605900,21.06156276,23113,5015069.734,201624.35,876954.4935,63,,,
6/21/2011,6,21,2011,15.5,6617450,18.24724796,19981,1307009.068,179304,876954.4935,66,,,
6/22/2011,6,22,2011,15.05,6630950,17.88992398,24881,3232503.743,203430.85,876954.4935,71,,,
6/23/2011,6,23,2011,16,6642850,16.04724236,22014,1682473.312,190656,876954.4935,71,,,
6/24/2011,6,24,2011,16.7501,6654850,15.10772997,22763,4528661.415,201252.4515,1379192.288,57,,,
6/25/2011,6,25,2011,17.6,6662400,21.99481921,19107,6997337.31,133249.6,1379192.288,54,,,
6/26/2011,6,26,2011,17.51001,6670150,22.58593178,20531,6549819.135,136087.7977,1379192.288,52,,,
6/27/2011,6,27,2011,18,6678150,28.5009098,24689,2876425.88,144504,1379192.288,54,,,
6/28/2011,6,28,2011,17.52,6685800,21.04399723,22877,4785676.894,134395.92,1379192.288,49,,,
6/29/2011,6,29,2011,17.3,6694650,20.27653059,21640,5122234.927,153451,1379192.288,57,,,
6/30/2011,6,30,2011,17.5,6703700,18.31708499,20088,1678315.564,158690,1379192.288,56,,,
7/1/2011,7,1,2011,17,6712700,16.95778436,25731,1261003.584,153272,1379192.288,70,,,
7/2/2011,7,2,2011,16.49,6721450,17.63908177,31999,927541.1445,144567.83,1379192.288,69,,,
7/3/2011,7,3,2011,15.7,6729450,12.95560401,19140,475146.2804,125788.4,1379192.288,55,,,
7/4/2011,7,4,2011,15.85,6737650,15.26228889,20364,1503044.186,130207.75,1379192.288,53,,,
7/5/2011,7,5,2011,15,6745200,17.1050446,17861,339654.7158,113505,1379192.288,55,,,
7/6/2011,7,6,2011,16.5,6753000,18.73264167,23786,641728.8139,128997,1379192.288,66,,,
7/7/2011,7,7,2011,16.25,6759800,14.78154774,20579,471109.2657,110727.5,1563027.996,61,,,
7/8/2011,7,8,2011,15.64276,6767150,13.00884717,19803,351140.0581,115177.6419,1563027.996,52,,,
7/9/2011,7,9,2011,15,6775050,13.50615094,20921,1209556.871,118695,1563027.996,54,,,
7/10/2011,7,10,2011,15.68,6782250,12.79683879,25941,3308051.513,113084.16,1563027.996,53,,,
7/11/2011,7,11,2011,15.1999,6789700,13.77107564,20304,1007736.374,113436.8537,1563027.996,49,,,
7/12/2011,7,12,2011,14.63988,6796900,12.17776867,20971,693214.9793,105582.8146,1563027.996,53,,,
7/13/2011,7,13,2011,14.15,6806050,15.64254982,24854,1210875.08,129684.75,1563027.996,53,,,
7/14/2011,7,14,2011,14.1,6813750,14.32494418,25498,1118040.127,108767.4,1563027.996,60,,,
7/15/2011,7,15,2011,14.3,6821800,13.93294757,21025,2069623.204,115300.9,1563027.996,59,,,
7/16/2011,7,16,2011,14.1,6829750,13.44019776,21029,462605.0695,112278.3,1563027.996,55,,,
7/17/2011,7,17,2011,13.96,6838200,12.45441972,22354,1043977.128,118129.52,1563027.996,59,,,
7/18/2011,7,18,2011,13.6901,6845850,10.45340351,19515,1191448.452,104866.166,1563027.996,55,,,
7/19/2011,7,19,2011,14.7,6854050,17.08671088,23514,3298360.477,120789.9,1563027.996,44,,,
7/20/2011,7,20,2011,14.04,6861200,11.50496853,21109,2284316.438,100540.44,1690895.803,60,,,
7/21/2011,7,21,2011,13.9389,6868950,9.3605919,22713,1472833.918,108151.9251,1690895.803,49,,,
7/22/2011,7,22,2011,13.9389,6876100,11.77873472,21044,717267.6593,99816.4629,1690895.803,46,,,
7/23/2011,7,23,2011,13.92,6883350,9.81383186,19698,1131999.892,101045.28,1690895.803,46,,,
7/24/2011,7,24,2011,13.979999,6892150,7.9042719,20708,640016.2198,123121.8512,1690895.803,46,,,
7/25/2011,7,25,2011,14.7399,6900000,13.19779016,22766,1478082.668,115899.8337,1690895.803,45,,,
7/26/2011,7,26,2011,14.4,6908450,8.61433947,21078,1233720.075,121795.2,1690895.803,44,,,
7/27/2011,7,27,2011,14.13,6917450,9.17862736,20882,1008445.949,127297.17,1690895.803,45,,,
7/28/2011,7,28,2011,14,6925800,7.45699769,22225,2869315.945,116998,1690895.803,59,,,
7/29/2011,7,29,2011,13.8,6933850,6.6564493,20440,1609180.881,111172.8,1690895.803,50,,,
7/30/2011,7,30,2011,13.8,6941450,6.60580997,18672,374677.1434,104962.8,1690895.803,62,,,
7/31/2011,7,31,2011,14.8999,6949850,6.12797681,20480,585272.8997,125248.5594,1690895.803,52,,,
8/1/2011,8,1,2011,13.5501,6958600,7.45372377,21414,398551.8854,118658.2257,1888786.705,57,,,
8/2/2011,8,2,2011,13.45,6965950,7.8853759,19473,541433.9509,98951.65,1888786.705,52,,,
8/3/2011,8,3,2011,13.1,6973900,7.49064465,15703,423218.6332,104236.7,1888786.705,55,,,
8/4/2011,8,4,2011,11.4876543,6980550,8.65111491,15681,346382.1282,76484.80233,1888786.705,64,,,
8/5/2011,8,5,2011,11.55,6987450,6.39034612,18013,443829.868,79764.3,1888786.705,50,,,
8/6/2011,8,6,2011,11,6993650,7.4397722,18171,393965.5977,68277,1888786.705,60,,,
8/7/2011,8,7,2011,9.8,7000100,22.92516799,17200,383287.1724,63425.6,1888786.705,51,,,
8/8/2011,8,8,2011,8.89,7006550,8.01767941,18130,775351.5911,57411.62,1888786.705,57,,,
8/9/2011,8,9,2011,12.1,7013200,11.0804063,20864,2787550.074,80598.1,1888786.705,61,,,
8/10/2011,8,10,2011,10.7,7021500,9.43100171,16769,952897.3183,88906.3,1888786.705,58,,,
8/11/2011,8,11,2011,10.4959,7028250,8.96972833,16032,686891.8849,70931.2922,1888786.705,68,,,
8/12/2011,8,12,2011,9.89520343,7035100,6.31242296,14031,350528.3094,67841.51472,1888786.705,63,,,
8/13/2011,8,13,2011,10.05,7041500,6.7979716,15861,326912.9335,64380.3,1888786.705,47,,,
8/14/2011,8,14,2011,11.24,7047650,9.77820713,19243,431809.4176,69227.16,1888786.705,57,,,
8/15/2011,8,15,2011,11.89,7054800,9.26323877,16500,348419.1962,85120.51,1888786.705,49,,,
8/16/2011,8,16,2011,11.38,7061550,9.5779113,16666,337473.2592,76917.42,1888786.705,50,,,
8/17/2011,8,17,2011,11.3,7068000,7.99886482,16997,339782.9772,72964.1,1805700.836,45,,,
8/18/2011,8,18,2011,11.67,7075900,6.1145595,18383,429956.3696,92263.02,1805700.836,43,,,
8/19/2011,8,19,2011,11.81,7082650,7.41319369,20161,564623.0561,79800.17,1805700.836,55,,,
8/20/2011,8,20,2011,11.798,7089900,6.10397746,19019,245694.3859,85606.288,1805700.836,55,,,
8/21/2011,8,21,2011,11.59,7097150,5.57001909,18708,237932.12,84085.45,1805700.836,48,,,
8/22/2011,8,22,2011,11.501,7105950,7.23054005,21602,294077.7455,101289.307,1805700.836,53,,,
8/23/2011,8,23,2011,11.49,7114450,5.45671341,21892,435943.3225,97722.45,1805700.836,47,,,
8/24/2011,8,24,2011,11.4,7121000,9.52533281,17886,552500.4108,74772.6,1805700.836,62,,,
8/25/2011,8,25,2011,10.96554,7127400,6.85117903,18626,394895.9493,70245.24924,1805700.836,50,,,
8/26/2011,8,26,2011,10.3,7135100,5.08571809,19914,278481.5307,79361.5,1805700.836,48,,,
8/27/2011,8,27,2011,9.11,7141650,5.07591598,16681,2731977.811,59716.05,1805700.836,56,,,
8/28/2011,8,28,2011,9.48,7147350,4.24898819,16239,196781.4599,54073.92,1805700.836,42,,,
8/29/2011,8,29,2011,9.4811,7153600,5.35302216,17103,235746.9132,59304.2805,1805700.836,44,,,
8/30/2011,8,30,2011,9.15031,7161350,5.3418445,14933,243490.7645,70960.65405,1805700.836,52,,,
8/31/2011,8,31,2011,9,7168900,10.10021477,14550,267606.5559,68040,1777774.482,47,,,
9/1/2011,9,1,2011,8.44934,7175250,5.69525979,13820,346068.2175,53695.5557,1777774.482,51,,,
9/2/2011,9,2,2011,8.4989,7183350,5.26021947,13891,243024.952,68883.5845,1777774.482,48,,,
9/3/2011,9,3,2011,8.7138,7190450,6.07488965,12731,241946.1174,61920.2628,1777774.482,51,,,
9/4/2011,9,4,2011,8.593999999,7196750,9.10167977,14161,1672147.942,54219.54599,1777774.482,51,,,
9/5/2011,9,5,2011,8.467,7204450,7.16748946,15971,1727494.293,65255.169,1777774.482,45,,,
9/6/2011,9,6,2011,7.65713,7211950,6.40762714,15194,3276984.707,57474.41778,1777774.482,45,,,
9/7/2011,9,7,2011,7.59916,7219300,8.10420009,14446,1079147.894,55914.61928,1777774.482,49,,,
9/8/2011,9,8,2011,7.31509,7225550,4.9515221,13362,384196.0149,45748.57286,1777774.482,48,,,
9/9/2011,9,9,2011,6.94,7232550,7.39910874,13930,414417.2717,48628.58,1777774.482,42,,,
9/10/2011,9,10,2011,6.20892,7239700,5.89377078,13186,313641.3628,44424.8226,1777774.482,40,,,
9/11/2011,9,11,2011,7.4,7246600,4.71826473,12955,1007931.349,51089.6,1777774.482,47,,,
9/12/2011,9,12,2011,7.081,7253100,5.38775655,12932,633133.7237,46061.905,1777774.482,50,,,
9/13/2011,9,13,2011,6.25,7259900,4.74685664,13053,341538.8695,42525,1777774.482,34,,,
9/14/2011,9,14,2011,5.990000001,7267500,3.85622561,13152,337226.5027,45541.97001,1755425.32,51,,,
9/15/2011,9,15,2011,5.69,7274900,3.88694001,11956,248417.394,42123.07,1755425.32,53,,,
9/16/2011,9,16,2011,5.23,7281200,7.98324496,12058,535163.4919,32985.61,1755425.32,54,,,
9/17/2011,9,17,2011,5.022,7287350,5.4756153,12148,527059.1744,30910.41,1755425.32,45,,,
9/18/2011,9,18,2011,5,7295700,4.96046949,11736,300685.9418,41770,1755425.32,43,,,
9/19/2011,9,19,2011,5.6,7301800,6.00913231,12541,341653.5303,34193.6,1755425.32,50,,,
9/20/2011,9,20,2011,6.795,7308750,6.01759103,18459,339001.2072,47266.02,1755425.32,39,,,
9/21/2011,9,21,2011,6.28664,7316150,5.34280467,13872,414519.7517,46552.5692,1755425.32,43,,,
9/22/2011,9,22,2011,5.83001,7323650,4.47693446,14757,314771.6547,43748.39504,1755425.32,44,,,
9/23/2011,9,23,2011,5.70653,7330350,3.83846876,17019,241895.8348,38250.87059,1755425.32,43,,,
9/24/2011,9,24,2011,5.66,7336550,7.17138576,17662,337969.8798,35131.62,1755425.32,42,,,
9/25/2011,9,25,2011,5.5,7343650,3.23532626,17523,238157.2466,39066.5,1755425.32,46,,,
9/26/2011,9,26,2011,5.46014,7350500,3.33132041,17160,346174.178,37418.33942,1755425.32,41,,,
9/27/2011,9,27,2011,5.13018,7357300,4.17476213,16854,370803.6468,34905.74472,1755425.32,39,,,
9/28/2011,9,28,2011,4.989,7363950,4.57610176,11610,390599.5677,33196.806,1755425.32,48,,,
9/29/2011,9,29,2011,4.809,7370650,3.56288467,10806,348551.5312,32234.727,1689334.405,40,,,
9/30/2011,9,30,2011,5.35,7376800,3.38489362,11409,282245.8727,32918.55,1689334.405,45,,,
10/1/2011,10,1,2011,5.3,7383600,3.5672863,10969,310744.4916,36055.9,1689334.405,45,,,
10/2/2011,10,2,2011,5.16,7390150,3.26002348,10163,434779.8815,33813.48,1689334.405,43,,,
10/3/2011,10,3,2011,5.07546,7396650,9.34666058,11545,389637.531,33036.16914,1689334.405,43,,,
10/4/2011,10,4,2011,5.03,7403150,3.40150005,10079,371051.0924,32710.09,1689334.405,45,,,
10/5/2011,10,5,2011,5.025,7410000,3.52404524,12453,453881.7605,34436.325,1689334.405,46,,,
10/6/2011,10,6,2011,4.93,7416650,6.66264112,11909,429374.4669,32814.08,1689334.405,55,,,
10/7/2011,10,7,2011,4.85,7423050,5.68168641,11289,466382.1607,31064.25,1689334.405,54,,,
10/8/2011,10,8,2011,4.594,7429500,3.92876955,10939,324504.7311,29645.082,1689334.405,52,,,
10/9/2011,10,9,2011,4.389,7435650,3.07908946,10976,312208.7113,27005.517,1689334.405,42,,,
10/10/2011,10,10,2011,4.25937,7441550,3.17994555,10553,296865.6798,25143.06111,1689334.405,43,,,
10/11/2011,10,11,2011,4.14001,7446850,4.8110874,11523,333200.9451,21958.61304,1689334.405,39,,,
10/12/2011,10,12,2011,4.20612,7452800,4.52713498,12312,339241.2286,25043.23848,1689334.405,49,,,
10/13/2011,10,13,2011,4.45,7457350,4.68456623,9294,306799.8725,20265.3,1689334.405,43,,,
10/14/2011,10,14,2011,4.11455,7464000,3.47204625,10647,270082.8971,27374.10115,1689334.405,36,,,
10/15/2011,10,15,2011,4.05,7471050,3.47903207,11551,402600.0018,28564.65,1468195.427,45,,,
10/16/2011,10,16,2011,3.9009,7477200,2.8099505,9706,233069.9002,23998.3368,1468195.427,38,,,
10/17/2011,10,17,2011,3.75996,7482850,4.46768129,11136,451457.1893,21258.81384,1468195.427,51,,,
10/18/2011,10,18,2011,2.9,7489200,3.1571327,10981,406424.7152,18423.7,1468195.427,51,,,
10/19/2011,10,19,2011,2.64999,7495800,3.42772158,9684,274846.1126,17497.88397,1468195.427,48,,,
10/20/2011,10,20,2011,2.42,7500950,5.74099126,8801,321171.8506,12475.1,1468195.427,40,,,
10/21/2011,10,21,2011,2.72002,7507850,2.79374852,10518,446049.8318,18773.57804,1468195.427,48,,,
10/22/2011,10,22,2011,3.3,7512550,2.66416828,9425,615136.9349,15516.6,1468195.427,41,,,
10/23/2011,10,23,2011,3.36,7517800,3.00894325,10417,557222.7315,17650.08,1468195.427,50,,,
10/24/2011,10,24,2011,3.2,7523950,3.24402503,11390,417449.3014,19689.6,1468195.427,48,,,
