Month,Day,Year,Price,totalCirculation,totalTransactionFees,numberOfUniqueBitcoinAddressesUsed,totalOutputVolumeValue,averageNumberOfTransactionsPerBlock
4,5,2014,451.84,12609625,12.15739669,135497,753433.7343,394
4,6,2014,459.67,12613175,9.16831339,163904,450531.7286,448
4,7,2014,447.74,12616825,13.90620728,134360,445138.8488,324
4,8,2014,454.07,12620725,15.09697226,148772,511123.3156,248
4,9,2014,443.1,12624350,13.2776719,144875,485103.8781,353
4,10,2014,401,12628725,21.30299867,165795,851803.1051,384
4,11,2014,427.99,12632450,14.57004853,146801,827736.8152,459
4,12,2014,424.98,12636450,9.91757697,124543,455422.9105,386
4,13,2014,405,12641425,9.30580111,150009,377624.9683,362
4,14,2014,453.14,12645975,14.39419263,146634,576197.2436,347
4,15,2014,489.91,12650850,16.40310745,166401,680667.7526,290
4,16,2014,511.5,12654575,15.0145845,142870,828585.8636,327
4,17,2014,495,12658925,15.27722248,141012,815861.1786,475
4,18,2014,479.98,12662825,12.11666488,123771,671188.4361,412
4,19,2014,499.9,12666900,13.3065243,127435,581524.682,460
4,20,2014,500.19,12671150,10.78653306,149260,404073.9622,475
4,21,2014,496.5,12675575,11.60986595,124225,704751.1742,328
4,22,2014,493.33,12679425,15.41285036,150856,767457.1526,301
4,23,2014,487.3,12683800,14.28109385,134126,722510.506,378
4,24,2014,491.6,12687475,14.18530262,129810,559681.808,406
4,25,2014,459.15,12691575,14.40370555,157853,550861.7291,437
4,26,2014,463.88,12696025,10.52495082,131955,407118.2973,362
4,27,2014,440.1,12700200,11.27509025,147987,278902.3664,355
4,28,2014,447,12704350,12.34031962,133142,482175.4106,389
4,29,2014,447.7,12708300,12.17060621,145888,566494.9218,337
4,30,2014,449,12711950,12.53470401,137816,548190.8376,507
5,1,2014,460.01,12716150,12.01720682,134499,471807.9025,412
5,2,2014,447.51,12720400,11.50948836,128157,498876.5566,432
5,3,2014,434.5,12724000,11.0080935,103028,658967.9921,438
5,4,2014,436.21,12727800,9.99820449,138218,454251.7265,407
5,5,2014,427.83,12730925,12.36926791,113712,575576.6431,337
5,6,2014,430.33,12735575,15.21115475,144937,661019.7968,311
5,7,2014,446.65,12739650,13.38035393,137586,799617.0928,446
5,8,2014,441.5,12743550,13.58134445,140822,1310228.932,415
5,9,2014,452.02,12747700,15.8661507,140925,1352519.578,466
5,10,2014,452.42,12752125,10.8683326,119139,730814.5403,438
5,11,2014,435,12756275,9.32474235,143525,481606.5205,378
5,12,2014,441.5,12760200,12.74240695,130988,535630.4842,303
5,13,2014,438.95,12764450,13.05030601,125036,708545.9958,328
5,14,2014,447.49,12768200,12.04391208,131116,634329.0259,341
5,15,2014,448.99,12772350,12.75536468,151809,790157.0932,388
5,16,2014,449.51,12776900,12.02164864,127748,767480.9286,399
5,17,2014,449.08,12781475,9.7917159,115383,484797.3732,425
5,18,2014,447.14,12785325,8.92569908,151855,324600.8274,472
5,19,2014,446.42,12789750,10.7224626,127935,478218.7215,346
5,20,2014,485.01,12794225,12.69875738,153007,1283778.261,357
5,21,2014,494.87,12798675,13.27575617,145579,880729.1098,389
5,22,2014,523.84,12802850,12.71659841,129318,802081.5796,519
5,23,2014,527.47,12806800,12.99220611,155129,1246459.492,408
5,24,2014,521.52,12811000,12.10475911,113362,973175.1467,503
5,25,2014,575,12814775,9.57210433,159903,808996.9656,410
5,26,2014,584,12819000,11.91589205,136252,716702.7946,362
5,27,2014,581.87,12822225,12.33282353,145771,889789.7097,295
5,28,2014,574.33,12826650,13.24677566,161438,932703.7505,341
5,29,2014,568,12829925,12.39205713,143379,700606.523,371
5,30,2014,609.03,12834000,12.06522539,137258,920847.4343,363
5,31,2014,620.45,12837800,9.93876923,123216,602173.7806,459
6,1,2014,674.98,12842275,10.68373708,164472,709780.7925,438
6,2,2014,631.49,12846750,10.91517676,140278,711248.7612,347
6,3,2014,673.9,12851450,13.71930957,162366,1139172.3,318
6,4,2014,644.66,12856025,12.26613461,154092,924375.5041,411
6,5,2014,658.72,12859650,12.24567,148891,1002352.43,369
6,6,2014,655.75,12863350,11.31817452,150478,1178339.323,421
6,7,2014,654.3,12867175,9.12080675,127246,577982.8619,397
6,8,2014,652,12870925,8.70951916,153084,815990.0289,387
6,9,2014,650.93,12874325,10.27619998,128287,341221.735,335
6,10,2014,649.89,12878750,12.193239,150796,614894.552,289
6,11,2014,639.99,12882400,10.95603824,141736,546126.0519,321
6,12,2014,617,12886275,12.15329591,140825,686936.3531,377
6,13,2014,582,12890475,12.22428882,151052,1167896.172,394
6,14,2014,557.92,12894875,9.95194649,136421,472211.4609,412
6,15,2014,560.49,12899525,9.33855066,156871,448374.4286,323
6,16,2014,595,12904600,11.12862904,144825,723679.883,274
6,17,2014,597.65,12909050,11.98842568,157183,460801.3223,261
6,18,2014,604.6,12913300,12.23255724,153204,573046.443,358
6,19,2014,604.32,12917075,12.63691856,127162,650150.7954,327
6,20,2014,593.33,12921700,11.25311797,142279,609970.3641,342
6,21,2014,590.99,12926425,9.11976494,131691,503587.7279,364
6,22,2014,596.08,12931250,9.42521379,166479,520673.9866,335
6,23,2014,591.5,12935200,9.92050289,125908,493645.5382,304
6,24,2014,585.54,12940150,11.64240605,149893,974332.6751,300
6,25,2014,567,12944800,11.5556694,150209,525512.1072,496
6,26,2014,569,12949075,11.37751104,141973,523609.7446,514
6,27,2014,588.97,12953750,10.29537954,143429,465624.735,487
6,28,2014,597.08,12958425,9.87835113,123855,386544.9099,475
6,29,2014,596,12962775,8.84416498,159773,336897.0261,386
6,30,2014,620,12965900,10.90944259,136152,586067.1147,319
7,1,2014,654.45,12969350,12.36328988,163651,922663.2478,358
7,2,2014,654,12972825,13.73343865,152310,953854.0659,431
7,3,2014,644.04,12976150,11.08189519,142946,646583.7207,432
7,4,2014,635.49,12980150,10.58824881,128352,425600.3181,444
7,5,2014,632.78,12983950,8.26076745,107662,402775.0973,416
7,6,2014,634.49,12987675,9.24924683,163209,392600.4604,399
7,7,2014,621.98,12991150,10.44603741,136897,427135.8126,328
7,8,2014,623.7,12995200,12.21686237,192201,400562.5669,344
7,9,2014,624.84,12999175,11.9361757,160879,462661.1408,412
7,10,2014,619.78,13003025,11.22613459,149129,509362.7541,503
7,11,2014,630.31,13006775,11.12342321,145718,439592.2531,410
7,12,2014,631.98,13010900,9.01518862,145144,457155.4053,401
7,13,2014,630.9,13014750,9.32359299,165376,503290.9247,392
7,14,2014,622.8,13018375,11.35018792,133673,448907.6513,340
7,15,2014,623.17,13021825,11.87785856,151679,597198.1655,322
7,16,2014,619.48,13025950,12.33196333,151081,567687.7767,413
7,17,2014,626,13030225,12.74168175,146474,473771.878,467
7,18,2014,629.86,13034200,11.60568116,141439,552675.728,471
7,19,2014,630.92,13038500,10.4567612,132003,348919.2634,435
7,20,2014,623.77,13042750,9.50599823,176955,261004.7079,402
7,21,2014,619.14,13046475,10.02036474,135230,419218.1766,410
7,22,2014,621.03,13050050,11.8573934,134257,409845.8799,329
7,23,2014,622.01,13053700,11.23511096,155345,411686.2939,437
7,24,2014,601.18,13057425,10.633025,150217,518394.6739,434
7,25,2014,602.59,13061350,10.19839577,151416,504563.9726,368
7,26,2014,595.88,13064850,9.50827747,130299,349792.1607,439
7,27,2014,592.51,13068875,8.77568128,163986,245926.7461,452
7,28,2014,586.96,13072275,9.70412523,135674,443294.0827,354
7,29,2014,581.5,13076000,10.6532582,147327,542927.2547,345
7,30,2014,573.48,13080375,10.85994311,151806,401968.065,467
7,31,2014,586,13084225,11.02486059,152214,442521.5557,552
8,1,2014,601.94,13088050,10.87967636,146378,467637.6989,515
8,2,2014,591.59,13092275,9.36154144,133227,371023.9948,450
8,3,2014,589.79,13096075,8.36702521,155660,444379.2905,429
8,4,2014,593.94,13099450,10.10701582,122118,399294.1037,363
8,5,2014,580.21,13102750,12.15106865,166966,529514.9417,326
8,6,2014,581.6,13106575,12.93168516,175244,560463.9626,385
8,7,2014,587.24,13110500,11.21723833,153189,452393.1086,435
8,8,2014,589.3,13114525,11.08588192,151292,297685.6222,477
8,9,2014,588.61,13118850,9.89679335,130400,420310.5818,477
8,10,2014,588.99,13123325,9.6259823,176751,341775.0295,427
8,11,2014,578.97,13127875,11.68497448,161536,495304.617,440
8,12,2014,569.54,13132400,12.42984721,172608,764214.6776,359
8,13,2014,550.14,13136325,12.599707,173743,717606.6144,388
8,14,2014,521.66,13140575,12.6295534,168931,700727.3105,366
8,15,2014,498.16,13144650,10.97370877,155144,796925.7647,462
8,16,2014,509,13148925,14.69897958,161700,689805.1059,449
8,17,2014,491.88,13153050,37.29813075,180542,493900.2813,423
8,18,2014,468.19,13157425,10.68090312,146537,978813.3801,383
8,19,2014,487.5,13162575,12.87741605,172107,655716.6884,335
8,20,2014,507.3,13166525,12.02058864,163890,575101.3765,495
8,21,2014,525.78,13170725,11.94405134,176373,613696.6055,445
8,22,2014,518.25,13174750,10.85000669,156481,3355242.274,461
8,23,2014,503.88,13178675,9.21595098,135772,667276.9219,382
8,24,2014,510.75,13182775,8.65681711,183565,483183.1586,407
8,25,2014,503.79,13186125,14.33068278,148320,837227.9845,371
8,26,2014,512.79,13190275,13.09978465,163922,1849501.097,306
8,27,2014,514.84,13194300,11.61214904,160858,1473447.111,441
8,28,2014,509.39,13198825,10.66182195,166074,729893.9113,500
8,29,2014,511.99,13202975,10.22007288,145588,527726.8258,453
8,30,2014,503.88,13207275,9.7465966,145985,643988.2664,424
8,31,2014,477.98,13212150,9.02275826,172302,545659.8582,449
9,1,2014,482.59,13215900,10.30536727,162588,687875.7552,401
9,2,2014,483.65,13219475,11.41237447,153606,574246.0662,362
9,3,2014,472.76,13223450,11.28382249,148218,512676.8879,468
9,4,2014,486,13227625,11.15620263,152304,443030.7918,605
9,5,2014,485.91,13231350,10.7140055,155908,446975.7395,489
9,6,2014,481.09,13235550,10.4899443,143414,391892.9554,417
9,7,2014,480.62,13239650,19.46564618,214360,320158.1026,411
9,8,2014,476.61,13243475,11.323667,151689,519189.7412,353
9,9,2014,466.48,13246775,13.00607767,173414,488189.9522,388
9,10,2014,485.03,13250675,14.66467827,164564,506624.7066,500
9,11,2014,469,13254725,10.27418557,147710,466172.2597,528
9,12,2014,470.43,13258750,10.4459308,148941,454009.5276,422
9,13,2014,479.86,13263175,9.87754729,136734,358930.1942,431
9,14,2014,475.49,13267425,10.41613288,203940,332978.2976,442
9,15,2014,475.3,13271125,11.9467162,161269,462681.1224,360
9,16,2014,468,13275350,14.7337395,186658,437451.4801,360
9,17,2014,448,13280075,12.27569456,164215,462824.8682,436
9,18,2014,428.19,13284700,12.45941455,168204,652489.2436,471
9,19,2014,398.89,13288750,11.14791622,149539,741891.7351,497
9,20,2014,415.56,13293075,9.96929167,142592,720476.6817,475
9,21,2014,406.3,13297450,9.80993611,172794,875032.1061,485
9,22,2014,400.98,13301375,10.88655821,175943,507462.7293,522
9,23,2014,423,13305150,11.60787131,166664,738732.1412,447
9,24,2014,431.91,13309225,13.42090123,171434,957227.8191,531
9,25,2014,408.08,13313300,13.07804471,167940,686077.5817,517
9,26,2014,405.14,13317075,47.43930673,149986,596150.4681,539
9,27,2014,400.74,13320275,11.34818893,145374,532351.156,504
9,28,2014,380,13323750,11.08075213,213832,453805.8176,515
9,29,2014,381.94,13327200,11.45663317,152629,654029.3292,492
9,30,2014,382.67,13331000,12.33293377,184554,631639.8353,374
10,1,2014,385.27,13334625,12.63437263,184739,731277.1057,469
10,2,2014,375.85,13338325,11.80636226,161404,624053.1904,521
10,3,2014,363.75,13341850,11.69504803,150641,646978.0055,613
10,4,2014,336,13345425,13.09999729,137659,701363.3878,555
10,5,2014,293.67,13349875,11.43225211,207383,832748.7001,533
10,6,2014,331.2,13353875,12.29635546,151236,1220734.779,459
10,7,2014,330.7,13357650,13.26892581,178444,877334.1147,432
10,8,2014,346.26,13360925,13.07728331,165335,767509.0555,492
10,9,2014,378.94,13364475,13.35198908,156106,1095727.483,582
10,10,2014,358.97,13368450,13.41027929,164414,919976.9903,524
10,11,2014,359.99,13372025,10.51275487,152027,700669.8075,493
10,12,2014,364.83,13375725,11.06974068,206084,462113.0089,536
10,13,2014,381.46,13379550,12.83998343,181872,763961.0632,411
10,14,2014,411.89,13383050,13.09047261,174859,901154.5788,467
10,15,2014,394,13386725,12.64154509,175952,1182079.054,568
10,16,2014,378.02,13390475,12.18979168,163270,1054418.564,581
10,17,2014,382.83,13393825,11.63600658,157782,941743.9903,465
10,18,2014,389.68,13398050,11.15788265,156631,623439.8269,553
10,19,2014,388.99,13401400,10.3090553,211493,469915.1968,500
10,20,2014,384.95,13404850,12.24408182,155800,779840.4409,483
10,21,2014,387,13408350,12.99216076,175051,597224.0938,542
10,22,2014,385.1,13412625,12.4960203,171845,856126.742,537
10,23,2014,363.99,13416200,12.58522357,163026,1056703.001,590
10,24,2014,358.46,13420275,13.03797728,165243,729895.5124,626
10,25,2014,348.89,13424075,11.56370092,189654,967324.3819,539
10,26,2014,355.43,13427325,10.7606396,183560,869465.6116,468
10,27,2014,356.5,13431050,12.80693278,181920,1047668.332,465
10,28,2014,354.94,13434800,13.72107912,177816,831304.7652,462
10,29,2014,343.53,13438400,13.55763444,175287,785066.4008,545
10,30,2014,337,13442725,14.37016784,175625,713144.3449,551
10,31,2014,340.95,13447425,13.21155884,174925,1213778.66,557
11,1,2014,327.39,13451425,13.16989149,146848,827309.2892,623
11,2,2014,326.41,13455525,12.40614973,236884,559357.2712,621
11,3,2014,325.81,13459400,12.83380219,157911,1042661.312,486
11,4,2014,328.72,13463500,16.9453104,184888,923157.2126,519
11,5,2014,341.99,13467500,13.4448337,171401,1152156.045,536
11,6,2014,347.96,13471125,13.61566812,173515,748729.8643,619
11,7,2014,342.26,13474725,14.19042877,163094,878920.5941,650
11,8,2014,345.84,13478625,11.42289968,144394,610662.4295,685
11,9,2014,356.34,13482100,15.08499306,223383,527379.8869,607
11,10,2014,375.87,13486050,12.86996556,176533,892187.1142,498
11,11,2014,365.04,13489575,13.37547938,168913,696341.6986,505
11,12,2014,430.07,13492950,13.57996146,179505,987906.6216,560
11,13,2014,406.56,13496600,15.77819904,197029,1238485.92,583
11,14,2014,396.56,13500250,13.66636534,200490,1507331.412,637
11,15,2014,373.14,13504000,11.49113334,156976,818788.5823,624
11,16,2014,383.65,13507625,11.2481313,220218,696352.429,698
11,17,2014,378.48,13511425,14.59071691,171933,810899.0753,492
11,18,2014,379.91,13515175,13.12671076,176768,1003526.484,532
11,19,2014,374.77,13518600,13.42190503,175445,932714.6384,540
11,20,2014,361.7,13522025,12.9020255,177646,1049769.09,646
11,21,2014,356.9,13525125,13.09970976,174282,1154314.516,629
11,22,2014,359.8,13529075,11.58254175,166491,1010860.917,633
11,23,2014,362.99,13532600,11.46468237,224922,630481.049,554
11,24,2014,384,13536475,12.49930625,163316,684551.8473,539
11,25,2014,381.03,13539675,12.20971239,169442,971907.5627,518
11,26,2014,371.44,13543250,13.02889699,180983,1104521.734,665
11,27,2014,372.62,13546525,11.78619228,178381,1029359.486,709
11,28,2014,376.12,13550400,11.65678584,175185,1213410.976,804
11,29,2014,377.22,13554175,11.54299905,166646,1033732.094,681
11,30,2014,375.96,13558075,11.696469,245004,990440.1206,619
12,1,2014,381.72,13561650,14.00206215,174232,1309082.45,576
12,2,2014,381.93,13565200,14.21393491,205483,1337249.838,634
12,3,2014,378.25,13568225,13.58502718,199881,1219368.151,563
12,4,2014,371.67,13571925,14.05123147,186491,993707.5456,644
12,5,2014,373.98,13575675,13.71698344,194141,1282269.548,553
12,6,2014,374.05,13579300,11.67542429,173360,680509.6613,591
12,7,2014,375.73,13582350,10.89598656,232300,804717.078,564
12,8,2014,367.01,13586100,12.62220787,183776,1393038.481,556
12,9,2014,350.29,13589575,14.93934077,191539,1356402.3,560
12,10,2014,350.97,13593675,12.66263071,190602,1349030.263,625
12,11,2014,356.1,13597300,12.19265382,187113,826047.1887,742
12,12,2014,355.08,13600850,11.48717516,177462,748838.7466,737
12,13,2014,350.31,13604425,10.95838328,174655,936868.6789,742
12,14,2014,353.28,13607725,10.70376498,231376,602573.1564,742
12,15,2014,352.15,13611550,14.79932134,215842,838145.7245,648
12,16,2014,336.73,13614875,14.58563393,204914,987898.2975,557
12,17,2014,318.2,13618050,13.840813,203993,1013157.429,693
12,18,2014,317.7,13621525,15.70384421,225354,1297165.975,615
12,19,2014,317.63,13624625,14.30375502,160502,883379.8209,592
12,20,2014,325.7,13628150,12.89936506,240775,755847.5988,418
12,21,2014,326.93,13631775,11.33814908,204217,597130.4303,497
12,22,2014,332.53,13635000,13.1266531,195624,1311029.418,492
12,23,2014,336.96,13639050,14.11126208,210726,1095934.414,447
12,24,2014,327.59,13642825,12.39728577,174711,1028991.521,472
12,25,2014,319.31,13647050,9.64807936,147374,901768.4701,583
12,26,2014,328.09,13650650,16.42976058,145412,635722.5598,540
12,27,2014,314.45,13654650,19.41831457,188604,711498.4051,355
12,28,2014,317.5,13658825,12.04266588,236392,698406.146,451
12,29,2014,314.49,13663050,14.06563348,159314,693097.2734,505
12,30,2014,313.09,13666700,13.95085145,181005,1118283.639,515
12,31,2014,317.4,13670575,12.44896755,157377,989198.004,558
1,1,2015,315.7,13674725,8.00307587,116012,489722.0732,555
1,2,2015,316.15,13678725,10.72769484,168563,695649.9484,627
1,3,2015,302.33,13682825,11.90608788,207571,774531.6795,734
1,4,2015,270.93,13686975,20.28810703,206228,1193920.561,692
1,5,2015,276.8,13691175,16.96708357,193982,1083677.283,751
1,6,2015,276.8,13695100,12.85666757,179154,1113410.373,639
1,7,2015,276.8,13698800,13.40521434,180992,1286463.671,598
1,8,2015,276.8,13702175,14.45388694,186319,1220111.037,943
1,9,2015,276.8,13705975,16.14480781,201458,1272129.628,691
1,10,2015,278,13709500,15.44061914,251092,1161365.529,833
1,11,2015,272.25,13713175,14.29837347,209755,1288684.759,755
1,12,2015,270,13717275,32.63994364,185802,1006862.227,655
1,13,2015,230.89,13719900,14.44909631,199744,1638176.188,584
1,14,2015,176.5,13723675,15.87551555,228898,2363588.937,607
1,15,2015,218.11,13727150,16.54900624,212403,2644489.468,824
1,16,2015,205.35,13730875,15.88562435,219873,1973818.741,731
1,17,2015,197.12,13734300,12.64597155,254267,1295133.394,633
1,18,2015,211.18,13738025,12.75025624,223392,987549.5258,703
1,19,2015,212.39,13741900,15.80453034,197559,961837.517,740
1,20,2015,212.99,13744900,14.41535966,194860,1340464,653
1,21,2015,215.2,13748325,13.96816034,197159,1331879.333,830
1,22,2015,233.9,13752075,13.45202348,188687,1361930.617,683
1,23,2015,233.03,13755175,13.16868437,179966,1062942.253,565
1,24,2015,244.64,13758200,12.18056487,172854,1201496.78,520
1,25,2015,247.11,13761350,12.2871243,256121,960414.8217,621
1,26,2015,271.47,13764525,16.3312645,236920,1985592.629,540
1,27,2015,266.03,13768150,13.84178061,204121,1238580.794,465
1,28,2015,249.25,13772100,12.2880246,165874,928260.2555,566
1,29,2015,233.19,13776350,11.80085579,171619,960905.2185,692
1,30,2015,230.11,13779825,11.96990901,167768,928813.6772,554
1,31,2015,229.7,13783700,12.15581794,239182,771780.3176,612
2,1,2015,220.72,13787950,11.00546903,208727,825510.1537,476
2,2,2015,223,13791625,12.12436146,185554,934329.6956,501
2,3,2015,236.51,13795000,13.44597638,207461,1169774.191,646
2,4,2015,222.56,13799025,12.3462302,198955,1254353.855,618
2,5,2015,217.37,13802700,12.51951528,181629,1271930.421,690
2,6,2015,220.47,13807075,11.45022497,186259,1017057.813,658
2,7,2015,225.16,13811375,12.10137628,180449,698170.2905,690
2,8,2015,223.5,13814575,11.45311434,251391,640910.2696,767
2,9,2015,220.39,13818450,13.78402009,197636,813074.0175,664
2,10,2015,220.16,13822200,14.18461123,189629,820608.7881,636
2,11,2015,221.99,13825950,14.66267797,189188,868785.5271,654
2,12,2015,221.83,13829350,13.49018655,202264,819424.1746,638
2,13,2015,239.94,13832850,15.93974552,256202,1009747.505,649
2,14,2015,245.31,13836875,16.67820257,243646,743325.9236,585
2,15,2015,243.99,13840225,13.43496996,295507,734014.8402,582
2,16,2015,235.86,13844175,15.54431223,223579,735253.3224,670
2,17,2015,244,13848050,15.13607471,226216,769047.253,569
2,18,2015,234.87,13852075,15.30417671,223247,814178.3678,707
2,19,2015,241.59,13856175,13.71575584,181312,703399.9095,756
2,20,2015,243.56,13860325,13.92458106,194679,723775.8868,671
2,21,2015,245.66,13863775,14.40873654,248310,765685.8418,703
2,22,2015,236,13867550,12.44675566,223159,480914.1455,654
2,23,2015,237.09,13870975,13.83752097,215517,718922.6506,668
2,24,2015,240.1,13874425,14.56045942,196851,830578.4114,575
2,25,2015,238.59,13878325,15.13904695,194596,793938.9817,686
2,26,2015,237.5,13881925,14.42623973,189240,783337.0584,708
2,27,2015,254,13885875,14.17573583,199935,1875028.085,667
2,28,2015,252.98,13889250,13.71948104,238834,711898.997,847
3,1,2015,247.56,13893000,12.66952726,229461,915290.39,609
3,2,2015,263.81,13896750,16.08425123,213896,2057569.867,668
3,3,2015,275.8,13900600,15.32856227,216316,1209244.95,554
3,4,2015,281.65,13904525,15.09375814,211468,927352.9018,730
3,5,2015,265.63,13907375,14.20542004,195590,1005916.168,744
3,6,2015,272.12,13911325,17.21188567,199410,940738.476,619
3,7,2015,275.83,13914850,13.57345998,222227,982317.3265,734
3,8,2015,273.87,13918750,13.14254063,213398,2518102.636,696
3,9,2015,287.48,13922050,14.01348729,201698,869353.1422,662
3,10,2015,294.06,13925825,16.8128673,210072,1209163.672,574
3,11,2015,293.29,13929975,15.46580835,208179,964364.1318,746
3,12,2015,297.39,13933300,14.35821792,193924,1105245.833,728
3,13,2015,289.51,13936775,13.87866807,198297,936006.7214,730
3,14,2015,284.21,13940125,12.3819142,219463,845760.3666,716
3,15,2015,283.57,13943800,11.85474118,222639,567261.9925,731
3,16,2015,290.88,13947075,14.04389459,206461,845772.8294,702
3,17,2015,287.02,13950650,14.75421706,199845,879535.3388,634
3,18,2015,265.85,13954175,15.20202714,191204,1313065.331,699
3,19,2015,260.62,13957750,16.03415694,190851,1264777.941,577
3,20,2015,259.8,13961275,16.10498382,198449,898988.249,565
3,21,2015,257.83,13964850,14.67230432,218099,671989.2006,660
3,22,2015,260.5,13968175,12.03965358,214152,500187.762,618
3,23,2015,266.07,13971975,17.375943,221091,777604.4346,600
3,24,2015,247.83,13976150,14.32893236,185435,995369.8884,579
3,25,2015,245.68,13980300,15.31775967,182792,1048542.223,719
3,26,2015,251.98,13984025,14.07414031,188107,970255.8947,706
3,27,2015,248.63,13988325,15.37769189,202290,1081116.668,891
3,28,2015,251.52,13992075,12.89657663,208232,699832.0371,786
3,29,2015,244.05,13995850,12.19379189,228699,542197.7672,687
3,30,2015,245.18,13999400,14.80696195,202713,809237.4931,611
3,31,2015,242.92,14003125,14.73616593,203189,780481.8759,622
4,1,2015,242.7,14006675,18.11563857,241041,1065013.433,782
4,2,2015,252.44,14010350,16.0150584,214884,919886.2699,703
4,3,2015,254.39,14014125,14.6205005,195509,710039.2639,907
4,4,2015,253.77,14017975,15.06052225,228536,534385.2119,823
4,5,2015,257.03,14021750,14.3073758,222020,464142.9762,803
4,6,2015,254.7,14024975,15.31261593,189967,630939.0199,755
4,7,2015,255.48,14028950,16.185038,220417,825264.712,653
4,8,2015,245.89,14031925,15.47753386,214628,920414.8328,746
4,9,2015,244.98,14035500,16.98327802,203465,869233.7473,717
4,10,2015,235.71,14039050,29.80724162,215133,938294.3579,857
4,11,2015,236.7,14042475,17.10524583,243573,775358.4642,754
4,12,2015,236.76,14045875,14.35766331,193479,518158.2748,761
4,13,2015,225.99,14049400,15.91337178,232236,736302.8876,755
4,14,2015,216,14053350,16.94687098,219510,1094007.709,634
4,15,2015,218.96,14056425,15.07987703,190441,796458.5682,693
4,16,2015,229.62,14059875,15.02016737,196262,1092751.348,717
4,17,2015,222.67,14063225,14.2760589,191876,1160090.329,794
4,18,2015,222.32,14066550,13.91339511,225102,888595.0446,777
4,19,2015,225.72,14069950,12.06487514,168858,824017.0177,921
4,20,2015,224.63,14074100,15.96574801,253148,1314222.74,654
4,21,2015,224.88,14078075,16.81026573,205286,1167048.984,629
4,22,2015,237.34,14081650,16.12435635,222085,1492167.795,792
4,23,2015,235.48,14085100,14.77482324,212819,1043100.654,716
4,24,2015,230.93,14088100,16.22929386,205205,1300018.225,906
4,25,2015,228.6,14091950,99.96396999,242148,1061784.872,857
4,26,2015,218.42,14095675,13.29723822,226263,986913.3041,715
4,27,2015,222.59,14099125,15.1962056,203028,1387033.685,655
4,28,2015,222.66,14103050,15.80028461,218502,1282095.821,623
4,29,2015,225.69,14106275,17.28262292,207741,1302466.315,713
4,30,2015,235.13,14109600,16.08932183,215077,1220912.967,741
5,1,2015,233.43,14113275,15.30178105,197072,1211402.252,793
5,2,2015,234.13,14116950,14.07475563,238390,938951.081,704
5,3,2015,240.51,14120400,12.37823502,212123,814631.0011,732
5,4,2015,236.17,14123700,13.94423733,190201,1115767.987,783
5,5,2015,234.66,14127550,16.03734494,219068,1185724.429,698
5,6,2015,235.79,14131125,16.01690293,219506,1163293.865,691
5,7,2015,233.99,14135150,16.35823476,227324,1369922.518,724
5,8,2015,244.72,14138850,15.86988861,261673,1125450.448,670
5,9,2015,241.08,14142000,14.78591409,199251,912949.8807,723
5,10,2015,239.35,14145225,15.2176298,213909,995251.9926,653
5,11,2015,244.19,14148950,16.18034809,215628,1075275.174,726
5,12,2015,241.51,14152900,16.75259925,233523,1161665.751,494
5,13,2015,242.72,14156950,15.40723591,211323,1071140.424,714
5,14,2015,238.32,14160450,14.19848984,201739,1047459.529,783
5,15,2015,237.6,14164575,15.0815495,209999,1014614.791,758
5,16,2015,236.63,14167775,13.79618089,236081,744402.1926,653
5,17,2015,235.78,14172100,12.33378944,216412,686643.8674,708
5,18,2015,236.45,14175525,14.85179661,197816,827210.0964,772
5,19,2015,232.04,14178925,15.46219384,207126,1143305.566,624
5,20,2015,234.6,14182475,15.67924364,221491,1191754.86,732
5,21,2015,236,14186300,14.46308563,203159,957204.6814,792
5,22,2015,240.5,14189850,15.32116469,207671,1165755.117,748
5,23,2015,238.77,14192850,13.47221894,194783,1144605.368,831
5,24,2015,240.46,14196375,12.74716388,246182,702062.2805,784
5,25,2015,235.65,14199975,15.48928101,206424,886365.2097,1071
5,26,2015,235.94,14203350,17.74572734,222322,1039896.703,653
5,27,2015,235,14206975,16.09865543,221553,1119412,853
5,28,2015,236.48,14210275,16.12750693,220123,1049285.993,914
5,29,2015,235.87,14214200,17.52633345,237083,1125299.618,883
5,30,2015,231.12,14217300,18.13414229,269743,928260.4783,872
5,31,2015,231.95,14220975,13.638817,238007,782197.7079,772
6,1,2015,222.4,14224400,45.24728362,252174,1473819.952,633
6,2,2015,224.83,14228050,19.09865642,257275,1517326.809,529
6,3,2015,226.29,14231600,17.86202728,239702,1325341.044,666
6,4,2015,225.54,14235150,17.47387221,240222,1277219.058,713
6,5,2015,224.15,14238700,16.17225384,232715,1443588.412,842
6,6,2015,224.49,14242725,15.2555162,244636,1086475.725,806
6,7,2015,222.6,14246900,13.64505466,225189,1064474.916,
6,8,2015,228,14250425,15.28474251,188952,1001943.988,
6,9,2015,230.1,14254475,16.68496332,208925,1244998.717,
6,10,2015,228.01,14258425,20.21619753,267864,1303509.802,
6,10,2015,228.49,14262575,19.99560471,261883,1335508.23,
